contract_date_dummy,month_day,day_of_year,p_fishable,n_years,contract_day_index,wind_threshold,wave_threshold,strike_percent,strike_days,loss_amount,trigger_prob,discount_factor,weather_derivative_price
2001-01-23,01-23,23,0.45,40,23,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-01-23,01-23,23,0.45,40,23,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-01-23,01-23,23,0.45,40,23,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-01-24,01-24,24,0.475,40,24,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-01-24,01-24,24,0.475,40,24,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-01-24,01-24,24,0.475,40,24,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-01-24,01-24,24,0.475,40,24,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-01-25,01-25,25,0.35,40,25,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-01-25,01-25,25,0.35,40,25,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-01-25,01-25,25,0.35,40,25,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-01-25,01-25,25,0.35,40,25,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-01-26,01-26,26,0.3,40,26,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-01-26,01-26,26,0.3,40,26,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-01-26,01-26,26,0.3,40,26,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-01-26,01-26,26,0.3,40,26,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-01-27,01-27,27,0.375,40,27,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-01-27,01-27,27,0.375,40,27,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-01-27,01-27,27,0.375,40,27,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-01-27,01-27,27,0.375,40,27,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-01-28,01-28,28,0.325,40,28,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-01-28,01-28,28,0.325,40,28,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-01-28,01-28,28,0.325,40,28,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-01-28,01-28,28,0.325,40,28,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-01-29,01-29,29,0.4,40,29,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-01-29,01-29,29,0.4,40,29,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-01-29,01-29,29,0.4,40,29,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-01-29,01-29,29,0.4,40,29,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-01-30,01-30,30,0.375,40,30,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-01-30,01-30,30,0.375,40,30,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-01-30,01-30,30,0.375,40,30,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-01-30,01-30,30,0.375,40,30,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-01-31,01-31,31,0.425,40,31,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-01-31,01-31,31,0.425,40,31,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-01-31,01-31,31,0.425,40,31,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-01-31,01-31,31,0.425,40,31,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-01,02-01,32,0.4,40,32,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-01,02-01,32,0.4,40,32,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-01,02-01,32,0.4,40,32,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-01,02-01,32,0.4,40,32,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-02,02-02,33,0.35,40,33,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-02,02-02,33,0.35,40,33,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-02,02-02,33,0.35,40,33,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-02,02-02,33,0.35,40,33,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-03,02-03,34,0.35,40,34,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-03,02-03,34,0.35,40,34,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-03,02-03,34,0.35,40,34,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-03,02-03,34,0.35,40,34,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-04,02-04,35,0.375,40,35,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-04,02-04,35,0.375,40,35,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-04,02-04,35,0.375,40,35,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-04,02-04,35,0.375,40,35,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-05,02-05,36,0.35,40,36,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-05,02-05,36,0.35,40,36,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-05,02-05,36,0.35,40,36,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-05,02-05,36,0.35,40,36,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-06,02-06,37,0.4,40,37,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-06,02-06,37,0.4,40,37,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-06,02-06,37,0.4,40,37,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-06,02-06,37,0.4,40,37,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-07,02-07,38,0.325,40,38,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-07,02-07,38,0.325,40,38,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-07,02-07,38,0.325,40,38,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-07,02-07,38,0.325,40,38,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-08,02-08,39,0.3,40,39,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-08,02-08,39,0.3,40,39,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-08,02-08,39,0.3,40,39,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-08,02-08,39,0.3,40,39,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-09,02-09,40,0.35,40,40,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-09,02-09,40,0.35,40,40,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-09,02-09,40,0.35,40,40,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-09,02-09,40,0.35,40,40,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-10,02-10,41,0.425,40,41,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-10,02-10,41,0.425,40,41,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-10,02-10,41,0.425,40,41,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-10,02-10,41,0.425,40,41,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-11,02-11,42,0.35,40,42,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-11,02-11,42,0.35,40,42,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-11,02-11,42,0.35,40,42,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-11,02-11,42,0.35,40,42,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-12,02-12,43,0.35,40,43,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-12,02-12,43,0.35,40,43,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-12,02-12,43,0.35,40,43,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-12,02-12,43,0.35,40,43,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-13,02-13,44,0.4,40,44,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-13,02-13,44,0.4,40,44,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-13,02-13,44,0.4,40,44,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-13,02-13,44,0.4,40,44,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-14,02-14,45,0.475,40,45,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-14,02-14,45,0.475,40,45,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-14,02-14,45,0.475,40,45,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-14,02-14,45,0.475,40,45,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-15,02-15,46,0.4,40,46,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-15,02-15,46,0.4,40,46,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-15,02-15,46,0.4,40,46,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-15,02-15,46,0.4,40,46,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-16,02-16,47,0.4,40,47,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-16,02-16,47,0.4,40,47,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-16,02-16,47,0.4,40,47,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-16,02-16,47,0.4,40,47,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-17,02-17,48,0.35,40,48,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-17,02-17,48,0.35,40,48,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-17,02-17,48,0.35,40,48,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-17,02-17,48,0.35,40,48,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-18,02-18,49,0.3,40,49,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-18,02-18,49,0.3,40,49,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-18,02-18,49,0.3,40,49,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-18,02-18,49,0.3,40,49,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-19,02-19,50,0.3,40,50,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-19,02-19,50,0.3,40,50,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-19,02-19,50,0.3,40,50,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-19,02-19,50,0.3,40,50,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-20,02-20,51,0.3,40,51,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-20,02-20,51,0.3,40,51,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-20,02-20,51,0.3,40,51,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-20,02-20,51,0.3,40,51,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-21,02-21,52,0.275,40,52,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-21,02-21,52,0.275,40,52,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-21,02-21,52,0.275,40,52,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-21,02-21,52,0.275,40,52,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-22,02-22,53,0.3,40,53,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-22,02-22,53,0.3,40,53,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-22,02-22,53,0.3,40,53,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-22,02-22,53,0.3,40,53,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-23,02-23,54,0.3,40,54,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-23,02-23,54,0.3,40,54,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-23,02-23,54,0.3,40,54,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-23,02-23,54,0.3,40,54,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-24,02-24,55,0.325,40,55,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-24,02-24,55,0.325,40,55,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-24,02-24,55,0.325,40,55,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-24,02-24,55,0.325,40,55,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-25,02-25,56,0.525,40,56,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-25,02-25,56,0.525,40,56,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-25,02-25,56,0.525,40,56,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-25,02-25,56,0.525,40,56,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-26,02-26,57,0.5,40,57,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-26,02-26,57,0.5,40,57,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-26,02-26,57,0.5,40,57,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-26,02-26,57,0.5,40,57,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-27,02-27,58,0.55,40,58,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-27,02-27,58,0.55,40,58,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-27,02-27,58,0.55,40,58,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
2001-02-27,02-27,58,0.55,40,58,8.5,1.5,0.95,183,3052.5,0.14051,0.951229424500714,407.99
2001-02-28,02-28,59,0.525,40,59,8.5,1.5,0.8,154,12622.5,9e-6,0.951229424500714,0.11
2001-02-28,02-28,59,0.525,40,59,8.5,1.5,0.8500000000000001,163,9652.5,5.11e-4,0.951229424500714,4.69
2001-02-28,02-28,59,0.525,40,59,8.5,1.5,0.9,173,6352.5,0.014608,0.951229424500714,88.27
